 
add-none,1,100,200,112954,564,0
add-none,1,1000,2000,143189,71,0
add-none,1,10000,20000,351766,17,0
add-none,1,100000,200000,2568379,12,0
add-none,2,100,400,135764,339,58
add-none,2,1000,4000,358623,89,0
add-none,2,10000,40000,669479,16,-3395
add-none,2,100000,400000,6382748,15,-58046
add-none,4,100,800,615056,768,0
add-none,4,1000,8000,263788,32,0
add-none,4,10000,80000,1549002,19,3952
add-none,4,100000,800000,15236250,19,-13829
add-none,8,100,1600,546504,341,17
add-none,8,1000,16000,1034623,64,0
add-none,8,10000,160000,3388117,21,1474
add-none,8,100000,1600000,29267844,18,-36794
add-none,12,100,2400,483005,201,0
add-none,12,1000,24000,745384,31,461
add-none,12,10000,240000,4747045,19,5639
add-none,12,100000,2400000,42285370,17,-101202
add-yield-none,1,10,20,122328,6116,0
add-yield-none,1,20,40,134667,3366,0
add-yield-none,1,40,80,486249,6078,0
add-yield-none,1,80,160,382913,2393,0
add-yield-none,1,100,200,510384,2551,0
add-yield-none,1,1000,2000,9694703,4847,0
add-yield-none,1,10000,20000,14431320,721,0
add-yield-none,1,100000,200000,233071107,1165,0
add-yield-none,2,10,40,242402,6060,0
add-yield-none,2,20,80,528934,6611,0
add-yield-none,2,40,160,518119,3238,29
add-yield-none,2,80,320,858125,2681,48
add-yield-none,2,100,400,1005288,2513,54
add-yield-none,2,1000,4000,9269664,2317,109
add-yield-none,2,10000,40000,82618339,2065,0
add-yield-none,2,100000,400000,489675187,1224,29428
add-yield-none,4,10,80,222698,2783,0
add-yield-none,4,20,160,222068,1387,10
add-yield-none,4,40,320,494731,1546,51
add-yield-none,4,80,640,823242,1286,15
add-yield-none,4,100,800,1270529,1588,86
add-yield-none,4,1000,8000,8266827,1033,0
add-yield-none,4,10000,80000,81483219,1018,-5804
add-yield-none,4,100000,800000,453215585,566,-30242
add-yield-none,8,10,160,380269,2376,8
add-yield-none,8,20,320,551293,1722,4
add-yield-none,8,40,640,935924,1462,62
add-yield-none,8,80,1280,1393245,1088,50
add-yield-none,8,100,1600,1579464,987,159
add-yield-none,8,1000,16000,9618726,601,116
add-yield-none,8,10000,160000,82757760,517,666
add-yield-none,8,100000,1600000,534570002,334,10885
add-yield-none,12,10,240,594673,2477,20
add-yield-none,12,20,480,1687055,3514,0
add-yield-none,12,40,960,959364,999,67
add-yield-none,12,80,1920,1268826,660,128
add-yield-none,12,100,2400,1601597,667,184
add-yield-none,12,1000,24000,11147664,464,236
add-yield-none,12,10000,240000,92826456,386,224
add-yield-none,12,100000,2400000,690889083,287,-602
add-none,1,10,20,328549,16427,0
add-none,1,100,200,338113,1690,0
add-none,1,1000,2000,348857,174,0
add-none,1,10000,20000,495546,24,0
add-none,1,100000,200000,1791036,8,0
add-none,1,100,200,347925,1739,0
add-none,1,1000,2000,385407,192,0
add-none,1,10000,20000,627334,31,0
add-none,1,100000,200000,1835765,9,0
add-none,2,100,400,388776,971,0
add-none,2,1000,4000,402010,100,0
add-none,2,10000,40000,1037958,25,1424
add-none,2,100000,400000,5241060,13,-20340
add-none,4,100,800,302996,378,0
add-none,4,1000,8000,501664,62,0
add-none,4,10000,80000,1605395,20,1073
add-none,4,100000,800000,15332082,19,-19819
add-none,8,100,1600,1130011,706,0
add-none,8,1000,16000,1178175,73,0
add-none,8,10000,160000,3283758,20,3539
add-none,8,100000,1600000,30702524,19,-33502
add-yield-none,1,100,200,1145467,5727,0
add-yield-none,1,1000,2000,9216033,4608,0
add-yield-none,1,10000,20000,50251867,2512,0
add-yield-none,1,100000,200000,215690529,1078,0
add-yield-none,2,100,400,1113424,2783,0
add-yield-none,2,1000,4000,8995623,2248,93
add-yield-none,2,10000,40000,41685042,1042,0
add-yield-none,2,100000,400000,319529130,798,-89636
add-yield-none,4,100,800,1240912,1551,81
add-yield-none,4,1000,8000,9842259,1230,74
add-yield-none,4,10000,80000,70203585,877,63
add-yield-none,4,100000,800000,433047943,541,-67697
add-yield-none,8,100,1600,1385668,866,91
add-yield-none,8,1000,16000,10853518,678,130
add-yield-none,8,10000,160000,99888782,624,78
add-yield-none,8,100000,1600000,434434510,271,-37381
add-yield-m,2,10000,40000,54572478,1364,0
add-yield-m,4,10000,80000,162660818,2033,0
add-yield-m,8,10000,160000,546188256,3413,0
add-yield-m,12,10000,240000,565770543,2357,0
add-yield-s,2,1000,4000,2831814,707,0
add-yield-s,4,1000,8000,18139022,2267,0
add-yield-s,8,1000,16000,46021410,2876,0
add-yield-s,12,1000,24000,727858529,30327,0
add-yield-c,2,10000,40000,41623225,1040,0
add-yield-c,4,10000,80000,80816652,1010,0
add-yield-c,8,10000,160000,218984439,1368,0
add-yield-c,12,10000,240000,311569785,1298,0
add-none,1,10000,20000,244251,12,0
add-none,2,10000,40000,662429,16,-5375
add-none,4,10000,80000,1641426,20,-896
add-none,8,10000,160000,2882943,18,-2426
add-none,12,10000,240000,4647344,19,-5222
add-m,1,10000,20000,752124,37,0
add-m,2,10000,40000,23155761,578,0
add-m,4,10000,80000,34710250,433,0
add-m,8,10000,160000,48567105,303,0
add-m,12,10000,240000,66981976,279,0
add-s,1,1000,2000,141672,70,0
add-s,2,1000,4000,260652,65,0
add-s,4,1000,8000,1964715,245,0
add-s,8,1000,16000,3839112,239,0
add-s,12,1000,24000,5994740,249,0
add-c,1,10000,20000,515407,25,0
add-c,2,10000,40000,11754850,293,0
add-c,4,10000,80000,19087632,238,0
add-c,8,10000,160000,53464648,334,0
add-c,12,10000,240000,79070755,329,0
